region,post_datetime,neighborhood,post_title_text,post_price,post_link,id
manhattan,2020-05-09 08:36:00,Greenwich Village,FURN ROOM PERFECT LOC - FOR COMMUTERS/FREQ TRVLRS,1050,https://newyork.craigslist.org/mnh/roo/d/new-york-city-furn-room-perfect-loc-for/7121180177.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-furn-room-perfect-loc-for/7121180177.html_2020_05_09
manhattan,2020-05-09 08:31:00,Harlem / Morningside,FURNISHED ROOM AVAILABLE W/OUTDOOR SPACE!,1300,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-room-available/7121178393.html,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-room-available/7121178393.html_2020_05_09
manhattan,2020-05-09 08:31:00,Murray Hill,GREAT SHARE>>SEE PICTURES,1675,https://newyork.craigslist.org/mnh/roo/d/new-york-great-sharesee-pictures/7119467850.html,https://newyork.craigslist.org/mnh/roo/d/new-york-great-sharesee-pictures/7119467850.html_2020_05_09
manhattan,2020-05-09 08:30:00,Harlem / Morningside,LARGE FURNISHED ROOM AVAILABLE-MONTH-TO-MONTH OK!!!,1325,https://newyork.craigslist.org/mnh/roo/d/new-york-large-furnished-room-available/7121178296.html,https://newyork.craigslist.org/mnh/roo/d/new-york-large-furnished-room-available/7121178296.html_2020_05_09
manhattan,2020-05-09 08:13:00,Harlem / Morningside,⭕ *UTILITIES INCLUDED / P R I V A T E / 15 mns to Times Square,1300,https://newyork.craigslist.org/mnh/roo/d/new-york-utilities-included-r-v-t-15/7119538431.html,https://newyork.craigslist.org/mnh/roo/d/new-york-utilities-included-r-v-t-15/7119538431.html_2020_05_09
manhattan,2020-05-09 08:02:00,upper west side,HUGE bedroom /bathroom LUXURY prewar building,1800,https://newyork.craigslist.org/mnh/roo/d/new-york-city-huge-bedroom-bathroom/7112008690.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-huge-bedroom-bathroom/7112008690.html_2020_05_09
manhattan,2020-05-09 07:32:00,Harlem / Morningside,YOU WANT TO BE HERE-Cozy&Fully Furnished Room-CALLING YOUNG COUPLES,1050,https://newyork.craigslist.org/mnh/roo/d/new-york-you-want-to-be-here-cozyfully/7121163929.html,https://newyork.craigslist.org/mnh/roo/d/new-york-you-want-to-be-here-cozyfully/7121163929.html_2020_05_09
manhattan,2020-05-09 07:30:00,Manhattan/ Harlem,Beautiful Apartment cross from Park/ Whole foods and Columbia Univ.,1000,https://newyork.craigslist.org/mnh/roo/d/new-york-beautiful-apartment-cross-from/7115299866.html,https://newyork.craigslist.org/mnh/roo/d/new-york-beautiful-apartment-cross-from/7115299866.html_2020_05_09
manhattan,2020-05-09 07:12:00,Upper East Side,1 BR in 2BR for Rent - Great Location Near Q Train!,1340,https://newyork.craigslist.org/mnh/roo/d/new-york-1-br-in-2br-for-rent-great/7118026484.html,https://newyork.craigslist.org/mnh/roo/d/new-york-1-br-in-2br-for-rent-great/7118026484.html_2020_05_09
manhattan,2020-05-09 06:37:00,Financial District,Spacious Beautiful Rooms(WTC/Times Sq),1395,https://newyork.craigslist.org/mnh/roo/d/jersey-city-spacious-beautiful-roomswtc/7114152787.html,https://newyork.craigslist.org/mnh/roo/d/jersey-city-spacious-beautiful-roomswtc/7114152787.html_2020_05_09
manhattan,2020-05-09 06:36:00,Inwood / Wash Hts,HUGE PRIVATE ROOM IN WASHINGTON HTS.,1200,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-private-room-in/7121155353.html,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-private-room-in/7121155353.html_2020_05_09
manhattan,2020-05-09 06:12:00,Lower East Side,Furnished Bedroom Available Now in Luxury LES Building!,1700,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-bedroom-available/7117479048.html,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-bedroom-available/7117479048.html_2020_05_09
manhattan,2020-05-09 03:58:00,Midtown West,NO FEE-$1780-1BR ROOMMATE WANTED  on 3BR/2BA-Time Square Luxury Condo,1780,https://newyork.craigslist.org/mnh/roo/d/new-york-no-fee-br-roommate-wanted-on/7121140805.html,https://newyork.craigslist.org/mnh/roo/d/new-york-no-fee-br-roommate-wanted-on/7121140805.html_2020_05_09
manhattan,2020-05-09 03:29:00,Harlem / Morningside,Huge Private Furnished Room in Sunny Pre-War Apartment /May 15,1225,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-private-furnished-room-in/7121138568.html,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-private-furnished-room-in/7121138568.html_2020_05_09
manhattan,2020-05-09 02:31:00,East Harlem,Spacious Apartment for Summer,1600,https://newyork.craigslist.org/mnh/roo/d/new-york-spacious-apartment-for-summer/7121133766.html,https://newyork.craigslist.org/mnh/roo/d/new-york-spacious-apartment-for-summer/7121133766.html_2020_05_09
manhattan,2020-05-09 01:20:00,East Village,SUMMER WORK LIVE. LOFT ...REDUCED !,1750,https://newyork.craigslist.org/mnh/roo/d/new-york-summer-work-live-loft-reduced/7121123025.html,https://newyork.craigslist.org/mnh/roo/d/new-york-summer-work-live-loft-reduced/7121123025.html_2020_05_09
manhattan,2020-05-08 23:43:00,Murray Hill,.. Room For Rent for June inside Doorman High-Rise,1225,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-for-june-inside/7121105384.html,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-for-june-inside/7121105384.html_2020_05_09
manhattan,2020-05-08 23:43:00,Upper East Side,...  Large Private Room - Lux Blng / Roosevelt Island / 1 MONTH FREE,1300,https://newyork.craigslist.org/mnh/roo/d/new-york-large-private-room-lux-blng/7121105364.html,https://newyork.craigslist.org/mnh/roo/d/new-york-large-private-room-lux-blng/7121105364.html_2020_05_09
manhattan,2020-05-08 23:39:00,Upper West Side,Affordable STUDIO APT keep social distance Columbia Univ 15min,1600,https://newyork.craigslist.org/mnh/roo/d/new-york-affordable-studio-apt-keep/7118962416.html,https://newyork.craigslist.org/mnh/roo/d/new-york-affordable-studio-apt-keep/7118962416.html_2020_05_09
manhattan,2020-05-08 23:11:00,Murray Hill,"31st Floor, Furnished, Luxury Doorman Building, Incredible Views!",1430,https://newyork.craigslist.org/mnh/roo/d/new-york-city-31st-floor-furnished/7108071181.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-31st-floor-furnished/7108071181.html_2020_05_09
manhattan,2020-05-08 23:10:00,Upper West Side,"move in today, furnished and private room for female roommate",1150,https://newyork.craigslist.org/mnh/roo/d/new-york-move-in-today-furnished-and/7121097357.html,https://newyork.craigslist.org/mnh/roo/d/new-york-move-in-today-furnished-and/7121097357.html_2020_05_09
manhattan,2020-05-08 22:47:00,Maspeth,Room + livingroom for rent - excess to patio,1400,https://newyork.craigslist.org/mnh/roo/d/maspeth-room-livingroom-for-rent-excess/7119908697.html,https://newyork.craigslist.org/mnh/roo/d/maspeth-room-livingroom-for-rent-excess/7119908697.html_2020_05_09
manhattan,2020-05-08 22:47:00,Upper West Side,Room in shared 2 bedroom apartment,1325,https://newyork.craigslist.org/mnh/roo/d/new-york-city-room-in-shared-2-bedroom/7121091070.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-room-in-shared-2-bedroom/7121091070.html_2020_05_09
manhattan,2020-05-08 22:32:00,Bedford Park D and 4 Train 30/45 min to Manhattan,*******Charming ****CozyFurnished Rm ****** Whimsical House**********,1200,https://newyork.craigslist.org/mnh/roo/d/bronx-charming-cozyfurnished-rm/7118249101.html,https://newyork.craigslist.org/mnh/roo/d/bronx-charming-cozyfurnished-rm/7118249101.html_2020_05_09
manhattan,2020-05-08 22:28:00,Gramercy,Video Tour! No fee! 3 bedroom/ 1 bath roommate shares!,1425,https://newyork.craigslist.org/mnh/roo/d/new-york-video-tour-no-fee-3-bedroom-1/7119375470.html,https://newyork.craigslist.org/mnh/roo/d/new-york-video-tour-no-fee-3-bedroom-1/7119375470.html_2020_05_09
manhattan,2020-05-08 22:28:00,East Village,Video Tour! No fee! 3 bedroom/ 1 bath. Rooms for rent.,1425,https://newyork.craigslist.org/mnh/roo/d/new-york-video-tour-no-fee-3-bedroom-1/7119376011.html,https://newyork.craigslist.org/mnh/roo/d/new-york-video-tour-no-fee-3-bedroom-1/7119376011.html_2020_05_09
manhattan,2020-05-08 22:24:00,Inwood / Wash Hts,"June 1st move in / responsible, clean roommate (3BR)",1055,https://newyork.craigslist.org/mnh/roo/d/new-york-june-1st-move-in-responsible/7121084270.html,https://newyork.craigslist.org/mnh/roo/d/new-york-june-1st-move-in-responsible/7121084270.html_2020_05_09
manhattan,2020-05-08 22:20:00,Upper West Side,Room for rent UWS,1700,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-uws/7121083109.html,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-uws/7121083109.html_2020_05_09
manhattan,2020-05-08 22:19:00,new york,Beautiful West Village/Greenwich Village Furnished Room,1700,https://newyork.craigslist.org/mnh/roo/d/new-york-city-beautiful-west-village/7112139471.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-beautiful-west-village/7112139471.html_2020_05_09
manhattan,2020-05-08 22:12:00,SoHo,1Big BR In 2BR SoHo Flat All inclusive!  June 1st or 15th,1850,https://newyork.craigslist.org/mnh/roo/d/new-york-city-1big-br-in-2br-soho-flat/7121080839.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-1big-br-in-2br-soho-flat/7121080839.html_2020_05_09
manhattan,2020-05-08 22:08:00,Murray Hill,"Incredible Murray Hill 3BR, 5th Floor, Tons Of Light, Super Rare, Reno",3700,https://newyork.craigslist.org/mnh/roo/d/new-york-incredible-murray-hill-3br-5th/7121075519.html,https://newyork.craigslist.org/mnh/roo/d/new-york-incredible-murray-hill-3br-5th/7121075519.html_2020_05_09
manhattan,2020-05-08 21:55:00,Lower East Side,"Fabulous Eldridge 2Br, Fully Furnished, Large Bedrooms, Ready To",3500,https://newyork.craigslist.org/mnh/roo/d/new-york-fabulous-eldridge-2br-fully/7106021774.html,https://newyork.craigslist.org/mnh/roo/d/new-york-fabulous-eldridge-2br-fully/7106021774.html_2020_05_09
manhattan,2020-05-08 21:55:00,Lower East Side,"Fantastic Monroe St 2BR, Large Bedroom, 3rd Floor Walk-Up, Tons Of Lig",2500,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-monroe-st-2br-large/7109752838.html,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-monroe-st-2br-large/7109752838.html_2020_05_09
manhattan,2020-05-08 21:55:00,Chinatown / Lit Italy,"Fantastic Monroe St 2BR, Large Bedroom, 3rd Floor Walk-Up, Tons Of Lig",2500,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-monroe-st-2br-large/7109750834.html,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-monroe-st-2br-large/7109750834.html_2020_05_09
manhattan,2020-05-08 21:55:00,Chinatown / Lit Italy,"Fantastic Ludlow St 2BR, Huge Living Room And Bedrooms, 4th Floor Walk",3200,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-ludlow-st-2br-huge/7115102215.html,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-ludlow-st-2br-huge/7115102215.html_2020_05_09
manhattan,2020-05-08 21:55:00,Lower East Side,"Fantastic Ludlow St 2BR, Huge Living Room And Bedrooms, 4th Floor Walk",3200,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-ludlow-st-2br-huge/7115100902.html,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-ludlow-st-2br-huge/7115100902.html_2020_05_09
manhattan,2020-05-08 21:54:00,Lower East Side,"Spectacular Eldridge St 1BR, Amazing Location, Large Bedroom, Tons Of",2150,https://newyork.craigslist.org/mnh/roo/d/new-york-spectacular-eldridge-st-1br/7117153231.html,https://newyork.craigslist.org/mnh/roo/d/new-york-spectacular-eldridge-st-1br/7117153231.html_2020_05_09
manhattan,2020-05-08 21:54:00,Chinatown / Lit Italy,"Spectacular Eldridge St 1BR, Amazing Location, Large Bedroom, Tons Of",2150,https://newyork.craigslist.org/mnh/roo/d/new-york-spectacular-eldridge-st-1br/7117150899.html,https://newyork.craigslist.org/mnh/roo/d/new-york-spectacular-eldridge-st-1br/7117150899.html_2020_05_09
manhattan,2020-05-08 21:54:00,Gramercy,"Incredible Murray Hill 3BR, 5th Floor, Tons Of Light, Super Rare, Reno",3700,https://newyork.craigslist.org/mnh/roo/d/new-york-incredible-murray-hill-3br-5th/7109759411.html,https://newyork.craigslist.org/mnh/roo/d/new-york-incredible-murray-hill-3br-5th/7109759411.html_2020_05_09
manhattan,2020-05-08 21:30:00,Inwood / Wash Hts,YOU WANT TO BE HERE-Cozy&Fully Furnished Room-CALLING YOUNG COUPLES 2,1050,https://newyork.craigslist.org/mnh/roo/d/new-york-you-want-to-be-here-cozyfully/7121067120.html,https://newyork.craigslist.org/mnh/roo/d/new-york-you-want-to-be-here-cozyfully/7121067120.html_2020_05_09
manhattan,2020-05-08 21:30:00,Financial District,Furnished sublet,2000,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-sublet/7121067008.html,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-sublet/7121067008.html_2020_05_09
manhattan,2020-05-08 21:04:00,Upper West Side,large room available immediately or June 1st on the upper west side,1200,https://newyork.craigslist.org/mnh/roo/d/new-york-large-room-available/7121057673.html,https://newyork.craigslist.org/mnh/roo/d/new-york-large-room-available/7121057673.html_2020_05_09
manhattan,2020-05-08 21:01:00,Midtown West,Big size room available at a great location in Hell's Kitchen,1250,https://newyork.craigslist.org/mnh/roo/d/new-york-big-size-room-available-at/7121056283.html,https://newyork.craigslist.org/mnh/roo/d/new-york-big-size-room-available-at/7121056283.html_2020_05_09
manhattan,2020-05-08 20:53:00,Financial District,**Luxury Spacious/Private Rooms** (WTC/Times Sq),1395,https://newyork.craigslist.org/mnh/roo/d/luxury-spacious-private-rooms-wtc-times/7115002861.html,https://newyork.craigslist.org/mnh/roo/d/luxury-spacious-private-rooms-wtc-times/7115002861.html_2020_05_09
manhattan,2020-05-08 20:32:00,Midtown West,1 ROOM LEFT - REDUCED PRICE - Hell's Kitchen,1200,https://newyork.craigslist.org/mnh/roo/d/new-york-1-room-left-reduced-price/7117515788.html,https://newyork.craigslist.org/mnh/roo/d/new-york-1-room-left-reduced-price/7117515788.html_2020_05_09
manhattan,2020-05-08 20:23:00,Upper West Side,"LARGE, SPACIOUS ROOM FOR RENT IN 3 BDRM APT AVAILABLE JUNE 1ST",1100,https://newyork.craigslist.org/mnh/roo/d/new-york-large-spacious-room-for-rent/7121039908.html,https://newyork.craigslist.org/mnh/roo/d/new-york-large-spacious-room-for-rent/7121039908.html_2020_05_09
manhattan,2020-05-08 20:13:00,Upper West Side,Two Rooms Avail in LARGE 3BR on UWS (dream apt),1425,https://newyork.craigslist.org/mnh/roo/d/new-york-two-rooms-avail-in-large-3br/7115010461.html,https://newyork.craigslist.org/mnh/roo/d/new-york-two-rooms-avail-in-large-3br/7115010461.html_2020_05_09
manhattan,2020-05-08 19:54:00,East Village,Chill Male Roommate Needed in the East Village,1000,https://newyork.craigslist.org/mnh/roo/d/new-york-chill-male-roommate-needed-in/7121012373.html,https://newyork.craigslist.org/mnh/roo/d/new-york-chill-male-roommate-needed-in/7121012373.html_2020_05_09
manhattan,2020-05-08 19:42:00,Midtown East,Best location in Midtown Upper East Side 65 Street,1000,https://newyork.craigslist.org/mnh/roo/d/new-york-best-location-in-midtown-upper/7108667431.html,https://newyork.craigslist.org/mnh/roo/d/new-york-best-location-in-midtown-upper/7108667431.html_2020_05_09
manhattan,2020-05-08 19:37:00,East Village,"LARGE, SPACIOUS ROOM FOR RENT IN 3 BDRM APT AVAILABLE JUNE 1ST",1600,https://newyork.craigslist.org/mnh/roo/d/new-york-large-spacious-room-for-rent/7121019930.html,https://newyork.craigslist.org/mnh/roo/d/new-york-large-spacious-room-for-rent/7121019930.html_2020_05_09
manhattan,2020-05-08 19:28:00,Morning Side Heights,ROOMS NEAR COLUMBIA- SUPER SPACIOUS AND SUNNY,1160,https://newyork.craigslist.org/mnh/roo/d/astoria-rooms-near-columbia-super/7120979722.html,https://newyork.craigslist.org/mnh/roo/d/astoria-rooms-near-columbia-super/7120979722.html_2020_05_09
manhattan,2020-05-08 19:23:00,Harlem / Morningside,"Big, beautiful room in Harlem 3BR for 6/1!",1225,https://newyork.craigslist.org/mnh/roo/d/new-york-big-beautiful-room-in-harlem/7116946882.html,https://newyork.craigslist.org/mnh/roo/d/new-york-big-beautiful-room-in-harlem/7116946882.html_2020_05_09
manhattan,2020-05-08 19:04:00,Upper East Side,"Cute & Furnished UES Room for Temp Sublet (all utilities, negotiable)",1350,https://newyork.craigslist.org/mnh/roo/d/new-york-cute-furnished-ues-room-for/7121003393.html,https://newyork.craigslist.org/mnh/roo/d/new-york-cute-furnished-ues-room-for/7121003393.html_2020_05_09
manhattan,2020-05-08 18:59:00,Financial District,Bright 14' x 10' flex room available in July in Fidi luxury building!,1887,https://newyork.craigslist.org/mnh/roo/d/new-york-bright-flex-room-available-in/7120990407.html,https://newyork.craigslist.org/mnh/roo/d/new-york-bright-flex-room-available-in/7120990407.html_2020_05_09
manhattan,2020-05-08 18:56:00,Harlem,LAST ROOM AVAILABLE ! in Harlem & Pet Friendly,1050,https://newyork.craigslist.org/mnh/roo/d/new-york-last-room-available-in-harlem/7120955788.html,https://newyork.craigslist.org/mnh/roo/d/new-york-last-room-available-in-harlem/7120955788.html_2020_05_09
manhattan,2020-05-08 18:55:00,Chelsea,Flatmatte Share / 2bath & 2bed / Prime West Chelsea,3000,https://newyork.craigslist.org/mnh/roo/d/new-york-flatmatte-share-2bath-2bed/7120998434.html,https://newyork.craigslist.org/mnh/roo/d/new-york-flatmatte-share-2bath-2bed/7120998434.html_2020_05_09
manhattan,2020-05-08 18:54:00,West Village,"1BR Luxury Apartment at Room Price - $1,500 (Not a room/Entire Apt)",1500,https://newyork.craigslist.org/mnh/roo/d/new-york-1br-luxury-apartment-at-room/7120997894.html,https://newyork.craigslist.org/mnh/roo/d/new-york-1br-luxury-apartment-at-room/7120997894.html_2020_05_09
manhattan,2020-05-08 18:53:00,East Village,"HUGE, SUN FILLED MASTER BEDROOM IN 3 BDRM APT AVAILABLE JUNE 1ST1",1750,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-sun-filled-master-bedroom/7120997584.html,https://newyork.craigslist.org/mnh/roo/d/new-york-huge-sun-filled-master-bedroom/7120997584.html_2020_05_09
manhattan,2020-05-08 18:49:00,Chinatown / Lit Italy,Super clean renovated and furnished private room in 2 bedroom,1400,https://newyork.craigslist.org/mnh/roo/d/new-york-super-clean-renovated-and/7115690293.html,https://newyork.craigslist.org/mnh/roo/d/new-york-super-clean-renovated-and/7115690293.html_2020_05_09
manhattan,2020-05-08 18:47:00,Upper West Side,SUNNY ROOM / GREAT LOCATION - Large Corner Apartment,1375,https://newyork.craigslist.org/mnh/roo/d/new-york-sunny-room-great-location/7120994821.html,https://newyork.craigslist.org/mnh/roo/d/new-york-sunny-room-great-location/7120994821.html_2020_05_09
manhattan,2020-05-08 18:40:00,East Village,***BEDROOM IN EAST VILL TWO BED OASIS AVAILABLE - PRIME LOCATION!!!***,1495,https://newyork.craigslist.org/mnh/roo/d/new-york-city-bedroom-in-east-vill-two/7112855165.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-bedroom-in-east-vill-two/7112855165.html_2020_05_09
manhattan,2020-05-08 18:09:00,East Village,Furnished room/ utilities included,1600,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-room-utilities/7112385784.html,https://newyork.craigslist.org/mnh/roo/d/new-york-furnished-room-utilities/7112385784.html_2020_05_09
manhattan,2020-05-08 18:08:00,Inwood / Wash Hts,"Private Room in a Shared Apartment next to ""A"" & ""1"" Trains",1000,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-in-shared/7120952202.html,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-in-shared/7120952202.html_2020_05_09
manhattan,2020-05-08 18:03:00,Harlem / Morningside,Big Bedroom for rent,1500,https://newyork.craigslist.org/mnh/roo/d/new-york-big-bedroom-for-rent/7120969898.html,https://newyork.craigslist.org/mnh/roo/d/new-york-big-bedroom-for-rent/7120969898.html_2020_05_09
manhattan,2020-05-08 18:00:00,Upper West Side,FANTASTIC OPPORTUNITY Prime Location UWS,1200,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-opportunity-prime/7120968385.html,https://newyork.craigslist.org/mnh/roo/d/new-york-fantastic-opportunity-prime/7120968385.html_2020_05_09
manhattan,2020-05-08 17:58:00,Lower East Side,Room for Rent Available -Blocks From Williamsburg Bridge Entrance,1770,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-available-blocks/7116560537.html,https://newyork.craigslist.org/mnh/roo/d/new-york-room-for-rent-available-blocks/7116560537.html_2020_05_09
manhattan,2020-05-08 17:57:00,Midtown,Room in Newly Remodeled Midtown Apartment,1210,https://newyork.craigslist.org/mnh/roo/d/new-york-room-in-newly-remodeled/7117183952.html,https://newyork.craigslist.org/mnh/roo/d/new-york-room-in-newly-remodeled/7117183952.html_2020_05_09
manhattan,2020-05-08 17:56:00,Harlem / Morningside,Bedrooms in Harlem apartment near Central Park North,1165,https://newyork.craigslist.org/mnh/roo/d/new-york-bedrooms-in-harlem-apartment/7112694856.html,https://newyork.craigslist.org/mnh/roo/d/new-york-bedrooms-in-harlem-apartment/7112694856.html_2020_05_09
manhattan,2020-05-08 17:56:00,Upper East Side,Private Bedroom in Stylish Upper East Side Apartment,1245,https://newyork.craigslist.org/mnh/roo/d/new-york-private-bedroom-in-stylish/7109115941.html,https://newyork.craigslist.org/mnh/roo/d/new-york-private-bedroom-in-stylish/7109115941.html_2020_05_09
manhattan,2020-05-08 17:55:00,New York,***Great deal in LES***,1050,https://newyork.craigslist.org/mnh/roo/d/new-york-great-deal-in-les/7119084888.html,https://newyork.craigslist.org/mnh/roo/d/new-york-great-deal-in-les/7119084888.html_2020_05_09
manhattan,2020-05-08 17:55:00,Lower East Side,***Giant Bedroom in LES Apartment***,1250,https://newyork.craigslist.org/mnh/roo/d/new-york-giant-bedroom-in-les-apartment/7118102404.html,https://newyork.craigslist.org/mnh/roo/d/new-york-giant-bedroom-in-les-apartment/7118102404.html_2020_05_09
manhattan,2020-05-08 17:55:00,East Village,Room in East Village Apartment Near the L Line ( available on JUNE ),1570,https://newyork.craigslist.org/mnh/roo/d/new-york-room-in-east-village-apartment/7105808149.html,https://newyork.craigslist.org/mnh/roo/d/new-york-room-in-east-village-apartment/7105808149.html_2020_05_09
manhattan,2020-05-08 17:29:00,East Village,Room in a 2 bed/1bath East Village apartment,1270,https://newyork.craigslist.org/mnh/roo/d/new-york-city-room-in-2-bed-1bath-east/7120948561.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-room-in-2-bed-1bath-east/7120948561.html_2020_05_09
manhattan,2020-05-08 17:21:00,Central Harlem,For all my Columbia students and working professionals looking for a s,1125,https://newyork.craigslist.org/mnh/roo/d/new-york-for-all-my-columbia-students/7120868652.html,https://newyork.craigslist.org/mnh/roo/d/new-york-for-all-my-columbia-students/7120868652.html_2020_05_09
manhattan,2020-05-08 17:18:00,Upper West Side,Large Room in Upper West Side from June to August,1500,https://newyork.craigslist.org/mnh/roo/d/new-york-large-room-in-upper-west-side/7107662270.html,https://newyork.craigslist.org/mnh/roo/d/new-york-large-room-in-upper-west-side/7107662270.html_2020_05_09
manhattan,2020-05-08 17:05:00,Chelsea,"** $1,600**All Utilities Included Bedroom in 2BR Brownstone",1600,https://newyork.craigslist.org/mnh/roo/d/new-york-city-1600all-utilities/7119483671.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-1600all-utilities/7119483671.html_2020_05_09
manhattan,2020-05-08 17:05:00,Chelsea,"** $1,600**All Utilities Included Bedroom in 2BR Brownstone",1600,https://newyork.craigslist.org/mnh/roo/d/new-york-city-1600all-utilities/7119483827.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-1600all-utilities/7119483827.html_2020_05_09
manhattan,2020-05-08 17:01:00,Gramercy,"1 bedroom available, Internet and utilities included, great area",1250,https://newyork.craigslist.org/mnh/roo/d/new-york-1-bedroom-available-internet/7120926494.html,https://newyork.craigslist.org/mnh/roo/d/new-york-1-bedroom-available-internet/7120926494.html_2020_05_09
manhattan,2020-05-08 17:00:00,East Village,Professional Roommate wanted for Penthouse Apt w/Roofdeck,2195,https://newyork.craigslist.org/mnh/roo/d/new-york-professional-roommate-wanted/7120921335.html,https://newyork.craigslist.org/mnh/roo/d/new-york-professional-roommate-wanted/7120921335.html_2020_05_09
manhattan,2020-05-08 16:39:00,WASHINGTON HEIGHTS,ROOMMATES WANTED - Students WELCOME!! - Price Drop,1015,https://newyork.craigslist.org/mnh/roo/d/new-york-roommates-wanted-students/7120885661.html,https://newyork.craigslist.org/mnh/roo/d/new-york-roommates-wanted-students/7120885661.html_2020_05_09
manhattan,2020-05-08 16:37:00,Midtown,Amazingly decorated one-bedroom apartment,3290,https://newyork.craigslist.org/mnh/roo/d/brooklyn-amazingly-decorated-one/7120881069.html,https://newyork.craigslist.org/mnh/roo/d/brooklyn-amazingly-decorated-one/7120881069.html_2020_05_09
manhattan,2020-05-08 16:34:00,Midtown West,"Spacious luxury high ceiling apt, next to all subways",1280,https://newyork.craigslist.org/mnh/roo/d/new-york-spacious-luxury-high-ceiling/7120913497.html,https://newyork.craigslist.org/mnh/roo/d/new-york-spacious-luxury-high-ceiling/7120913497.html_2020_05_09
manhattan,2020-05-08 16:28:00,Midtown West,"Spacious luxury high ceiling apt, next to all subways",1280,https://newyork.craigslist.org/mnh/roo/d/new-york-spacious-luxury-high-ceiling/7119017684.html,https://newyork.craigslist.org/mnh/roo/d/new-york-spacious-luxury-high-ceiling/7119017684.html_2020_05_09
manhattan,2020-05-08 16:28:00,Lower East Side,1BR (Sunny!) Available in my apartment June 1st 2020,1800,https://newyork.craigslist.org/mnh/roo/d/new-york-1br-sunny-available-in-my/7119551150.html,https://newyork.craigslist.org/mnh/roo/d/new-york-1br-sunny-available-in-my/7119551150.html_2020_05_09
manhattan,2020-05-08 16:27:00,Harlem,"Short-term lease available, perfect arrangement if you're traveling ba",1145,https://newyork.craigslist.org/mnh/roo/d/new-york-short-term-lease-available/7120856408.html,https://newyork.craigslist.org/mnh/roo/d/new-york-short-term-lease-available/7120856408.html_2020_05_09
manhattan,2020-05-08 16:22:00,Greenwich Village,Large bedroom in 2 Bedroom APT (Across the park!),1000,https://newyork.craigslist.org/mnh/roo/d/new-york-city-large-bedroom-in-2/7118133753.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-large-bedroom-in-2/7118133753.html_2020_05_09
manhattan,2020-05-08 16:21:00,Harlem,Co-Living Space with Furnished Common Area! Easy and Seamless Move in,1050,https://newyork.craigslist.org/mnh/roo/d/new-york-co-living-space-with-furnished/7120887142.html,https://newyork.craigslist.org/mnh/roo/d/new-york-co-living-space-with-furnished/7120887142.html_2020_05_09
manhattan,2020-05-08 16:19:00,Greenwich Village,2 Large Bedroom Apt (Faces the park!),2000,https://newyork.craigslist.org/mnh/roo/d/new-york-2-large-bedroom-apt-faces-the/7119287079.html,https://newyork.craigslist.org/mnh/roo/d/new-york-2-large-bedroom-apt-faces-the/7119287079.html_2020_05_09
manhattan,2020-05-08 16:19:00,Financial District,FiDi - June 1 - Pet-Friendly and close to trains,1330,https://newyork.craigslist.org/mnh/roo/d/fidi-june-1-pet-friendly-and-close-to/7120903453.html,https://newyork.craigslist.org/mnh/roo/d/fidi-june-1-pet-friendly-and-close-to/7120903453.html_2020_05_09
